variant,query_id,query_type,top_k,rerank,retriever,retrieval_cost,rerank_cost,generation_cost,total_cost,cost_usd,retrieval_latency_ms,rerank_latency_ms,generation_latency_ms,total_latency_ms,latency_ms,recall_at_k,mrr,ndcg_at_k,context_precision,context_recall,faithfulness,answer_term_coverage,hallucination_risk
hybrid_k5_rerank_hash,q001,fact_lookup,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.772e-05,8e-05,8e-05,203.1,90.0,310.0,603.1,603.1,1.0,0.5,0.6934264036172708,0.4,1.0,1.0,1.0,0.0
hybrid_k5_rerank_hash,q002,fact_lookup,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.928e-05,8.156e-05,8.156e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,0.8333333333333334,0.05833333333333335
hybrid_k5_rerank_hash,q003,stale_context,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.76e-05,7.988e-05,7.988e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.4,1.0,1.0,0.8,0.07000000000000006
hybrid_k5_rerank_hash,q004,fact_lookup,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.844e-05,8.072e-05,8.072e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,0.9791666666666666,1.0,0.013541666666666674
hybrid_k5_rerank_hash,q005,fact_lookup,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.712e-05,7.94e-05,7.94e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_k5_rerank_hash,q006,compliance,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.916e-05,8.144e-05,8.144e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_k5_rerank_hash,q007,fact_lookup,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.688e-05,7.916e-05,7.916e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_k5_rerank_hash,q008,policy_reasoning,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.652e-05,7.88e-05,7.88e-05,203.1,90.0,310.0,603.1,603.1,0.0,0.0,0.0,0.0,0.0,0.9846153846153847,0.16666666666666666,0.30166666666666664
hybrid_k5_rerank_hash,q009,cost_latency,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.772e-05,8e-05,8e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.0
hybrid_k5_rerank_hash,q010,compliance,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.712e-05,7.94e-05,7.94e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_k5_rerank_hash,q011,fact_lookup,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.772e-05,8e-05,8e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_k5_rerank_hash,q012,policy_reasoning,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.556e-05,7.784e-05,7.784e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_k5_rerank_hash,q013,compliance,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.532e-05,7.76e-05,7.76e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,0.75,0.08750000000000002
hybrid_k5_rerank_hash,q014,fact_lookup,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.676e-05,7.904e-05,7.904e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_k5_rerank_hash,q015,multi_hop,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.784e-05,8.012e-05,8.012e-05,203.1,90.0,310.0,603.1,603.1,0.5,1.0,0.6131471927654584,0.2,0.5,1.0,0.8,0.07000000000000006
hybrid_k5_rerank_hash,q016,compliance,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.676e-05,7.904e-05,7.904e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_k5_rerank_hash,q017,vendor_risk,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.736e-05,7.964e-05,7.964e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_k5_rerank_hash,q018,compliance,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.448e-05,7.676e-05,7.676e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_k5_rerank_hash,q019,policy_reasoning,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.928e-05,8.156e-05,8.156e-05,203.1,90.0,310.0,603.1,603.1,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.07000000000000006
hybrid_k5_rerank_hash,q020,cost_latency,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.592e-05,7.82e-05,7.82e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_k5_rerank_hash,q021,cost_latency,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.64e-05,7.868e-05,7.868e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_k5_rerank_hash,q022,cost_latency,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.856e-05,8.084e-05,8.084e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_k5_rerank_hash,q023,policy_reasoning,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.868e-05,8.096e-05,8.096e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.0
hybrid_k5_rerank_hash,q024,compliance,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.472e-05,7.7e-05,7.7e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_k5_rerank_hash,q025,fact_lookup,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.796e-05,8.024e-05,8.024e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_k5_rerank_hash,q026,vendor_risk,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,6.096e-05,8.324e-05,8.324e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,0.9811320754716981,1.0,0.01226415094339628
hybrid_k5_rerank_hash,q027,vendor_risk,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,6.036e-05,8.264e-05,8.264e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,0.9821428571428571,1.0,0.011607142857142927
hybrid_k5_rerank_hash,q028,policy_reasoning,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.928e-05,8.156e-05,8.156e-05,203.1,90.0,310.0,603.1,603.1,1.0,0.3333333333333333,0.5,0.2,1.0,1.0,1.0,0.0
hybrid_k5_rerank_hash,q029,policy_reasoning,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.664e-05,7.892e-05,7.892e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_k5_rerank_hash,q030,ambiguous,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.592e-05,7.82e-05,7.82e-05,203.1,90.0,310.0,603.1,603.1,0.5,0.5,0.38685280723454163,0.2,0.5,1.0,0.4,0.20999999999999996
hybrid_k5_rerank_hash,q031,cloud_operations,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.7e-05,7.928e-05,7.928e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_k5_rerank_hash,q032,cloud_operations,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.82e-05,8.048e-05,8.048e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,0.8,0.07000000000000006
hybrid_k5_rerank_hash,q033,cost_latency,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.7e-05,7.928e-05,7.928e-05,203.1,90.0,310.0,603.1,603.1,1.0,0.5,0.6309297535714575,0.2,1.0,1.0,1.0,0.0
hybrid_k5_rerank_hash,q034,compliance,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.736e-05,7.964e-05,7.964e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_k5_rerank_hash,q035,policy_reasoning,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.736e-05,7.964e-05,7.964e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_k5_rerank_hash,q036,policy_reasoning,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.82e-05,8.048e-05,8.048e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_k5_rerank_hash,q037,fact_lookup,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.736e-05,7.964e-05,7.964e-05,203.1,90.0,310.0,603.1,603.1,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.07000000000000006
hybrid_k5_rerank_hash,q038,compliance,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.46e-05,7.688e-05,7.688e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,0.8,0.07000000000000006
hybrid_k5_rerank_hash,q039,multi_hop,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.748e-05,7.976e-05,7.976e-05,203.1,90.0,310.0,603.1,603.1,0.6666666666666666,0.3333333333333333,0.4367467095119258,0.4,0.6666666666666666,1.0,0.6,0.14
hybrid_k5_rerank_hash,q040,multi_hop,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.844e-05,8.072e-05,8.072e-05,203.1,90.0,310.0,603.1,603.1,0.6666666666666666,1.0,0.7653606369886217,0.4,0.6666666666666666,1.0,0.8,0.07000000000000006
hybrid_k5_rerank_hash,q041,stale_context,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.736e-05,7.964e-05,7.964e-05,203.1,90.0,310.0,603.1,603.1,0.5,1.0,0.6131471927654584,0.2,0.5,1.0,1.0,0.0
hybrid_k5_rerank_hash,q042,ambiguous,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.736e-05,7.964e-05,7.964e-05,203.1,90.0,310.0,603.1,603.1,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.14
hybrid_k5_rerank_hash,q043,ambiguous,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.652e-05,7.88e-05,7.88e-05,203.1,90.0,310.0,603.1,603.1,0.6666666666666666,0.5,0.5307212739772434,0.4,0.6666666666666666,1.0,0.8,0.07000000000000006
hybrid_k5_rerank_hash,q044,cost_latency,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.784e-05,8.012e-05,8.012e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_k5_rerank_hash,q045,multi_hop,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.736e-05,7.964e-05,7.964e-05,203.1,90.0,310.0,603.1,603.1,0.5,1.0,0.6131471927654584,0.2,0.5,1.0,0.8,0.07000000000000006
hybrid_k5_rerank_hash,q046,vendor_risk,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.904e-05,8.132e-05,8.132e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,0.9807692307692307,1.0,0.012500000000000067
hybrid_k5_rerank_hash,q047,cloud_operations,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.844e-05,8.072e-05,8.072e-05,203.1,90.0,310.0,603.1,603.1,1.0,0.5,0.6309297535714575,0.2,1.0,1.0,1.0,0.0
hybrid_k5_rerank_hash,q048,fact_lookup,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.82e-05,8.048e-05,8.048e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,0.9841269841269841,0.75,0.09781746031746041
hybrid_k5_rerank_hash,q049,policy_reasoning,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.472e-05,7.7e-05,7.7e-05,203.1,90.0,310.0,603.1,603.1,1.0,0.5,0.6509209298071326,0.4,1.0,1.0,0.8,0.07000000000000006
hybrid_k5_rerank_hash,q050,compliance,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.88e-05,8.108e-05,8.108e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,0.8,0.07000000000000006
hybrid_k5_rerank_hash,q051,stale_context,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.736e-05,7.964e-05,7.964e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_k5_rerank_hash,q052,fact_lookup,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.892e-05,8.12e-05,8.12e-05,203.1,90.0,310.0,603.1,603.1,1.0,0.5,0.6309297535714575,0.2,1.0,1.0,1.0,0.0
hybrid_k5_rerank_hash,q053,cost_latency,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.844e-05,8.072e-05,8.072e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_k5_rerank_hash,q054,compliance,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.724e-05,7.952e-05,7.952e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_k5_rerank_hash,q055,policy_reasoning,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.208e-05,7.436e-05,7.436e-05,203.1,90.0,310.0,603.1,603.1,0.5,1.0,0.6131471927654584,0.2,0.5,1.0,0.8,0.07000000000000006
hybrid_k5_rerank_hash,q056,multi_hop,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.94e-05,8.168e-05,8.168e-05,203.1,90.0,310.0,603.1,603.1,0.3333333333333333,0.5,0.2960819109658652,0.2,0.3333333333333333,1.0,0.6,0.14
dense_neural_k5,q001,fact_lookup,5.0,false,dense_neural,2.28e-06,0.0,2.328e-05,2.556e-05,2.556e-05,199.1,0.0,180.0,379.1,379.1,1.0,0.5,0.6509209298071326,0.4,1.0,0.9761904761904762,0.8,0.08547619047619048
dense_neural_k5,q002,fact_lookup,5.0,false,dense_neural,2.28e-06,0.0,2.456e-05,2.684e-05,2.684e-05,199.1,0.0,180.0,379.1,379.1,1.0,1.0,1.0,0.2,1.0,0.9787234042553191,0.8333333333333334,0.07216312056737584
dense_neural_k5,q003,stale_context,5.0,false,dense_neural,2.28e-06,0.0,2.08e-05,2.308e-05,2.308e-05,199.1,0.0,180.0,379.1,379.1,1.0,1.0,1.0,0.4,1.0,1.0,0.8,0.07000000000000006
dense_neural_k5,q004,fact_lookup,5.0,false,dense_neural,2.28e-06,0.0,2.216e-05,2.444e-05,2.444e-05,199.1,0.0,180.0,379.1,379.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
dense_neural_k5,q005,fact_lookup,5.0,false,dense_neural,2.28e-06,0.0,2.248e-05,2.476e-05,2.476e-05,199.1,0.0,180.0,379.1,379.1,1.0,1.0,1.0,0.2,1.0,0.9772727272727273,1.0,0.01477272727272727
dense_neural_k5,q006,compliance,5.0,false,dense_neural,2.28e-06,0.0,2.104e-05,2.332e-05,2.332e-05,199.1,0.0,180.0,379.1,379.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
dense_neural_k5,q007,fact_lookup,5.0,false,dense_neural,2.28e-06,0.0,2.192e-05,2.42e-05,2.42e-05,199.1,0.0,180.0,379.1,379.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
dense_neural_k5,q008,policy_reasoning,5.0,false,dense_neural,2.28e-06,0.0,2.2e-05,2.428e-05,2.428e-05,199.1,0.0,180.0,379.1,379.1,1.0,1.0,1.0,0.2,1.0,0.9743589743589743,0.6666666666666666,0.13333333333333341
dense_neural_k5,q009,cost_latency,5.0,false,dense_neural,2.28e-06,0.0,2.128e-05,2.356e-05,2.356e-05,199.1,0.0,180.0,379.1,379.1,1.0,0.5,0.6934264036172708,0.4,1.0,0.975,1.0,0.016249999999999987
dense_neural_k5,q010,compliance,5.0,false,dense_neural,2.28e-06,0.0,2e-05,2.228e-05,2.228e-05,199.1,0.0,180.0,379.1,379.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
dense_neural_k5,q011,fact_lookup,5.0,false,dense_neural,2.28e-06,0.0,2.248e-05,2.476e-05,2.476e-05,199.1,0.0,180.0,379.1,379.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
